"Uniprot","Full.Uniprot","Description","Accession","R1.X127_N.126","R2X127_N.126","R1.X127_C.126","R1.X128_N.126","R2X127_C.126","R2X128_N.126","R1.X128_C.126","R1.X129_N.126","R2X128_C.126","R2X129_N.126","R1.X129_C.126","R1.X130_N.126","R2X129_C.126","R2X130_N.126","R1.X130_C.126","R1.X131.126","R2X130_C.126","R2X131.126"
"Q7XWV6","tr|Q7XWV6|Q7XWV6_ORYSJ","OSJNBb0067G11.11 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0270200 PE=2 SV=2",115457484,0.963,0.976,1.016,1.01,1.012,0.992,0.977,1.008,1.13,0.959,1.048,1.055,1.084,0.954,1.106,1.018,1.025,1.011
"Q7X7Y5","tr|Q7X7Y5|Q7X7Y5_ORYSJ","OSJNBb0062H02.3 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0321700 PE=2 SV=2",115457728,1.272,1.243,1.053,1.207,0.686,1.018,1.095,1.054,0.729,0.843,1.043,0.954,0.906,1.156,1.149,1.081,1.169,1.116
"Q7XT99","sp|Q7XT99|AKR2_ORYSJ","Probable aldo-keto reductase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0338000 PE=2 SV=2",115457788,1.092,1.073,1.094,1.145,1.145,1.133,1.24,1.186,1.202,1.251,1.03,1.035,1.045,1.072,1.213,1.111,1.134,1.098
"Q7XVA8","sp|Q7XVA8|RIP1_ORYSJ","Putative ripening-related protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0364800 PE=3 SV=2",115457906,1.324,0.954,0.859,1.038,0.888,0.717,1.06,0.702,1.092,0.495,0.756,1.112,0.785,0.57,0.733,1.033,0.75,1.251
"Q7XMI6","tr|Q7XMI6|Q7XMI6_ORYSJ","Eukaryotic translation initiation factor 3 subunit H OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0376500 PE=2 SV=2",115457964,1.022,1.032,0.996,0.983,1.011,0.988,0.972,1.036,1.02,1.126,0.979,0.95,1,1.009,0.998,1.098,1.013,0.993
"Q7XLP7","tr|Q7XLP7|Q7XLP7_ORYSJ","OSJNBa0044M19.9 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0386600 PE=2 SV=2",115458044,0.961,0.972,0.988,0.982,1.029,0.979,0.946,0.971,1.029,1.064,0.972,0.973,0.959,1.01,0.927,0.964,0.939,0.951
"Q7XVM2","tr|Q7XVM2|Q7XVM2_ORYSJ","OSJNBa0072K14.5 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0394200 PE=2 SV=1",115458104,1.008,0.963,1.014,1.015,1.032,0.955,1.055,0.983,1.099,1.051,1.008,1.005,1.012,0.984,1.034,1.005,0.958,1.03
"Q0JDK9","sp|Q0JDK9|DAD1_ORYSJ","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Oryza sativa subsp. japonica OX=39947 GN=DAD1 PE=3 SV=1",115458128,0.855,0.948,0.973,0.964,1.087,0.864,0.933,0.83,0.914,0.867,0.953,0.844,1.061,0.853,0.995,0.932,1.23,0.872
"Q0JDA2","sp|Q0JDA2|SDH5_ORYSJ","Succinate dehydrogenase subunit 5, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=SDH5 PE=1 SV=1",115458342,1.006,1.012,0.994,1.005,1.017,1.051,1.072,1.07,1.107,1.15,1.06,1.027,0.982,1.058,1.079,0.935,1.081,1.047
"Q7XUT1","tr|Q7XUT1|Q7XUT1_ORYSJ","OSJNBb0086G13.14 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0435500 PE=2 SV=1",115458496,0.822,1.022,0.933,1.057,1.051,0.868,1.061,1.147,1.195,1.304,0.888,1.09,0.928,1.155,0.993,1.111,0.99,0.871
"Q0JD02","tr|Q0JD02|Q0JD02_ORYSJ","Os04g0439900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0439900 PE=2 SV=1",115458542,1.05,0.975,0.987,0.998,0.987,1.015,1.08,0.976,1.01,1.136,0.991,0.944,0.96,1.041,0.933,1.083,0.969,0.989
"Q7X5X9","tr|Q7X5X9|Q7X5X9_ORYSJ","OSJNBa0027P08.4 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0444600 PE=2 SV=2",115458588,0.96,0.945,1.076,1.07,1.044,0.96,1.11,1.136,1.006,1.058,1.052,1.015,1.049,1.019,1.058,1.026,1.001,0.923
"Q7XUX4","tr|Q7XUX4|Q7XUX4_ORYSJ","OSJNBa0027P08.20 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0446300 PE=2 SV=2",115458618,1.093,1.037,0.958,1.114,0.966,1.006,1.048,1.051,1.034,1.081,1.078,0.966,0.969,0.909,1.186,1.091,1.182,0.982
"Q7XV11","tr|Q7XV11|Q7XV11_ORYSJ","Chlorophyll a-b binding protein, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0457000 PE=2 SV=1",115458738,0.852,0.861,0.971,0.995,0.973,0.909,0.982,0.952,0.982,0.918,0.988,0.992,1.007,0.91,0.861,0.92,0.87,0.831
"Q7X8A1","tr|Q7X8A1|Q7X8A1_ORYSJ","Glyceraldehyde-3-phosphate dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0459500 PE=2 SV=1",115458768,0.981,0.987,0.961,0.924,0.967,1.014,0.956,0.938,0.981,0.895,0.91,1.031,0.939,0.908,0.845,0.958,0.861,0.941
"Q6MWE5","sp|Q6MWE5|VIT11_ORYSJ","",115458820,1.111,0.903,0.864,0.823,0.737,0.977,1.236,1.43,0.616,0.58,1.078,0.946,0.774,0.611,0.916,1.116,0.97,0.824
"Q7XUP7","sp|Q7XUP7|MSR21_ORYSJ","Peptide methionine sulfoxide reductase A2-1 OS=Oryza sativa subsp. japonica OX=39947 GN=MSRA2-1 PE=2 SV=2",115459032,0.996,1.251,0.965,1.044,0.897,1.272,0.997,1.021,1.111,1.347,1.112,1.035,1.067,1.286,1.126,1.005,1.388,1.065
"Q0JCA4","tr|Q0JCA4|Q0JCA4_ORYSJ","Os04g0482800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0482800 PE=4 SV=1",115459038,1.053,0.901,0.968,0.917,1.026,1.042,1.232,0.975,1.079,1.058,1.215,1.043,1.011,0.982,1.204,1.283,0.997,1.011
"Q7FAG9","tr|Q7FAG9|Q7FAG9_ORYSJ","Serine/threonine protein phosphatase 2A regulatory subunit OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0485100 PE=2 SV=1",115459060,1.033,0.934,0.728,0.861,1.057,0.895,1.048,1.079,0.872,0.962,1.111,0.922,0.943,0.855,1.137,0.83,0.883,0.85
"Q7X7I6","tr|Q7X7I6|Q7X7I6_ORYSJ","Glucose-6-phosphate 1-dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0485300 PE=3 SV=2",115459064,1.094,1.063,0.994,0.987,1.032,1.061,0.926,0.941,0.973,1.014,0.93,1.056,0.963,0.973,1.012,1.082,1.026,1.056
"Q7FAH2","sp|Q7FAH2|G3PC2_ORYSJ","Glyceraldehyde-3-phosphate dehydrogenase 2, cytosolic OS=Oryza sativa subsp. japonica OX=39947 GN=GAPC2 PE=1 SV=1",115459078,1.057,0.962,0.97,0.934,1.072,0.885,0.838,0.859,0.863,0.853,0.971,1.047,0.976,1.026,0.942,0.898,0.934,0.94
"Q7XUK6","tr|Q7XUK6|Q7XUK6_ORYSJ","6,7-dimethyl-8-ribityllumazine synthase OS=Oryza sativa subsp. japonica OX=39947 GN=LS PE=2 SV=2",115459212,1.011,0.887,1.017,1,0.938,0.915,1.022,1.012,0.999,0.982,1.027,1.023,0.951,0.963,1.045,1.045,0.915,0.93
"Q0JBZ3","tr|Q0JBZ3|Q0JBZ3_ORYSJ","OSJNBa0029H02.25 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0029H02.25 PE=2 SV=1",115459260,0.96,0.97,1.093,1.077,1.065,0.991,0.958,0.94,1.021,0.918,1.052,1.073,1.057,0.975,1.028,1.061,1.072,1.022
"Q7X752","tr|Q7X752|Q7X752_ORYSJ","OSJNBb0070J16.13 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0515300 PE=2 SV=2",115459420,1.079,0.995,0.999,1.039,0.97,0.899,1.04,1.206,1.017,1.08,0.986,0.952,1.004,1.177,1.002,1.035,0.989,1.001
"Q7XKI6","tr|Q7XKI6|Q7XKI6_ORYSJ","OSJNBa0038O10.22 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0527800 PE=2 SV=2",115459540,0.953,0.957,0.927,0.956,1.029,1.031,0.96,0.968,0.985,1.038,1.017,1.006,1.068,1.108,0.969,1.035,1.002,0.941
"Q7X8W6","tr|Q7X8W6|Q7X8W6_ORYSJ","OSJNBa0081C01.20 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0531900 PE=2 SV=2",115459602,0.975,0.979,1.083,0.984,0.975,0.917,1.011,1.051,1.036,0.825,1.252,1.246,1.121,1.036,1.247,1.106,1.066,1.046
"Q7FAT9","tr|Q7FAT9|Q7FAT9_ORYSJ","Malate dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0551200 PE=3 SV=1",115459790,1.012,1.017,1.056,1.125,1.088,0.995,1.061,1.049,1.008,1.187,0.988,1.158,1.003,1.021,1.191,1.101,1.217,1.227
"Q7FAT6","tr|Q7FAT6|Q7FAT6_ORYSJ","OSJNBa0010H02.6 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0551800 PE=2 SV=1",115459800,1.016,1.038,1.04,1.018,1.09,1.012,1.087,1.066,1.19,1.259,1.044,1.083,1.087,1.218,0.968,1.014,1.028,1.071
"Q0JB40","tr|Q0JB40|Q0JB40_ORYSJ","Os04g0558400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0558400 PE=2 SV=1",115459866,1.147,1.013,0.984,0.974,0.894,1.017,0.965,0.854,0.95,0.875,0.893,0.993,0.881,0.923,0.879,1.069,0.923,0.998
"Q7XRX4","tr|Q7XRX4|Q7XRX4_ORYSJ","OSJNBb0032E06.2 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0568600 PE=4 SV=2",115459980,1.033,0.976,0.787,1.056,0.909,1.001,1.145,1.214,1.144,0.941,1.11,1.094,1.047,0.977,0.964,1.045,0.983,1.114
"Q7FAM9","tr|Q7FAM9|Q7FAM9_ORYSJ","V-type proton ATPase subunit G OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0601700 PE=2 SV=1",115460332,1.021,1.026,0.972,0.966,0.835,1.117,1.059,0.978,1.118,1.115,0.969,0.925,0.798,1.229,1.007,0.931,0.924,0.928
"Q0JAC6","tr|Q0JAC6|Q0JAC6_ORYSJ","Os04g0605900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0605900 PE=2 SV=1",115460394,1.103,1.032,0.953,0.991,0.988,0.997,1.088,1.09,1.084,1.13,1.024,0.964,1.043,1.109,0.95,0.905,1.011,1.018
"Q7XPL1","tr|Q7XPL1|Q7XPL1_ORYSJ","OSJNBa0085I10.15 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0610900 PE=4 SV=2",115460468,1.055,1.036,0.968,0.663,0.982,0.87,0.664,0.958,0.901,1.118,0.84,1.052,0.918,1.12,0.851,0.917,0.878,0.977
"Q7XPL0","tr|Q7XPL0|Q7XPL0_ORYSJ","OSJNBa0085I10.16 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0611200 PE=4 SV=2",115460472,1.307,0.835,0.923,1.127,0.809,0.943,1.149,1.338,0.947,0.929,0.769,0.993,0.72,0.862,1.321,1.082,0.871,0.893
"Q7XPR2","tr|Q7XPR2|Q7XPR2_ORYSJ","Aminomethyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0623800 PE=3 SV=2",115460656,0.95,0.991,1.026,0.94,1.061,0.994,0.972,0.975,1.003,0.956,1.061,1.074,1.05,0.975,0.937,0.936,0.959,0.94
"Q7XQS1","tr|Q7XQS1|Q7XQS1_ORYSJ","OSJNBa0043L09.26 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0635700 PE=2 SV=2",115460820,0.911,0.836,0.942,0.954,0.903,0.858,0.917,1.123,0.909,0.936,0.937,0.963,0.946,0.924,0.779,0.868,0.829,0.807
"Q7XND3","tr|Q7XND3|Q7XND3_ORYSJ","OSJNBb0034I13.6 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0636600 PE=3 SV=1",115460838,1.008,1.101,1.046,1.119,1.07,1.138,1.01,1.048,1.048,1.075,1.099,1.126,1.092,1.012,1.161,1.101,1.094,1.067
"Q0J9Q1","tr|Q0J9Q1|Q0J9Q1_ORYSJ","OSJNBb0034I13.9 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0636900 PE=2 SV=1",115460844,1.185,1.046,0.643,1.032,1.086,1.089,1.079,1.295,1.05,1.125,0.955,1.072,1.139,1.087,1.204,0.746,1.069,1.097
"Q8H936","tr|Q8H936|Q8H936_ORYSJ","",115461024,1.009,0.996,1.026,0.982,1.004,0.929,0.985,0.946,1.042,1.051,1.08,0.964,1.047,0.926,1.006,0.991,0.934,0.964
"Q7FAL5","tr|Q7FAL5|Q7FAL5_ORYSJ","OSJNBa0071I13.19 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0657500 PE=2 SV=1",115461046,0.95,1.006,1.096,1.033,1.042,1.191,0.95,0.95,1.118,0.978,1.08,1.075,1.013,0.928,1.081,0.984,1.013,1.045
"Q8S3Q3","tr|Q8S3Q3|Q8S3Q3_ORYSJ","Glucose-6-phosphate 1-epimerase OS=Oryza sativa subsp. japonica OX=39947 GN=24K23.3 PE=2 SV=1",115461052,1.042,1.04,0.993,0.959,0.971,1.079,0.809,0.81,1.058,1.141,1.087,1.016,0.96,1.031,1.137,0.976,1.05,1.024
"P14655","sp|P14655|GLNA2_ORYSJ","Glutamine synthetase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=GLN2 PE=1 SV=1",115461066,0.971,0.982,0.972,0.928,0.958,0.923,0.82,0.838,0.795,0.818,0.927,1.012,0.907,0.852,0.834,0.953,0.831,0.942
"Q7FAY6","sp|Q7FAY6|RGP2_ORYSJ","Probable inactive UDP-arabinopyranose mutase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=UAM2 PE=1 SV=1",115461086,1.053,1.027,1.101,1.101,1.139,1.142,1.088,1.095,0.974,1.145,1.048,1.034,0.999,1.089,1.04,1.091,1.12,0.984
"Q7XQZ5","tr|Q7XQZ5|Q7XQZ5_ORYSJ","OSJNBa0015K02.19 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0661300 PE=2 SV=2",115461096,0.913,0.921,0.883,0.998,1.032,1.005,0.955,1.065,1.027,0.96,1.037,1.167,0.989,0.921,1.097,0.965,1.058,0.992
"Q7XR61","sp|Q7XR61|MTK1_ORYSJ","Methylthioribose kinase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=MTK1 PE=2 SV=1",115461214,0.956,1.033,0.964,0.952,1.027,1.028,1.074,1.077,1.04,1.056,1.013,1.033,1.032,1.048,0.967,0.971,1.015,1.075
"Q7XKB5","tr|Q7XKB5|Q7XKB5_ORYSJ","Pyruvate kinase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0677500 PE=2 SV=2",115461330,1.051,1.082,1.044,0.994,1.079,1.172,1.151,1.149,1.182,1.162,1.023,1.128,1.041,1.074,1.019,1.05,1.044,1.1
"Q7XPW5","sp|Q7XPW5|PMM_ORYSJ","Phosphomannomutase OS=Oryza sativa subsp. japonica OX=39947 GN=PMM PE=2 SV=2",115461390,1.051,0.958,1.132,1.03,1.028,0.924,1.085,1.187,0.906,0.929,1.104,1.03,0.969,1.059,1.065,1.276,0.927,1.059
"Q7XPV4","tr|Q7XPV4|Q7XPV4_ORYSJ","OSJNBa0088H09.2 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0683700 PE=4 SV=1",115461408,0.734,0.966,0.787,0.796,0.75,0.622,0.841,0.746,0.792,0.564,0.633,0.799,0.597,0.727,0.864,0.828,0.795,0.935
"Q7XPT8","tr|Q7XPT8|Q7XPT8_ORYSJ","Exocyst subunit Exo70 family protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0685600 PE=3 SV=1",115461440,1.024,0.96,1.128,1.137,0.955,0.938,0.929,1.014,0.871,0.915,1.1,0.981,0.91,0.932,1.113,0.946,1.092,0.948
"Q7XKA3","tr|Q7XKA3|Q7XKA3_ORYSJ","OSJNBb0020J19.7 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0691800 PE=4 SV=2",115461524,0.979,0.901,0.982,1.01,1.055,0.965,0.954,1,0.882,0.909,0.943,0.977,0.944,0.891,1.069,0.954,0.936,1.046
"Q9FW35","tr|Q9FW35|Q9FW35_ORYSJ","Os05g0101200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0101200 PE=2 SV=2",115461557,1.08,0.972,0.796,0.952,0.893,1.015,1.016,1.334,0.964,0.959,0.787,0.991,0.914,0.923,0.907,1.122,0.868,0.994
"Q75M32","tr|Q75M32|Q75M32_ORYSJ","Peptidyl-prolyl cis-trans isomerase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0103200 PE=2 SV=1",115461585,0.988,0.923,0.913,0.818,0.896,0.845,0.998,1.003,0.954,0.857,0.954,0.925,1.088,1.048,0.849,0.869,0.819,0.954
"Q75M19","tr|Q75M19|Q75M19_ORYSJ","Eukaryotic translation initiation factor 3 subunit F OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0104800 PE=2 SV=1",115461611,1.062,0.985,1.055,1.072,1.024,0.977,1.037,1.049,1.025,0.959,1.049,0.926,0.984,0.987,1.14,1.083,1.093,1.06
"Q65XH8","tr|Q65XH8|Q65XH8_ORYSJ","Os05g0106600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0106600 PE=2 SV=1",115461639,0.991,0.996,1.057,1.008,1.068,0.992,1.057,1.057,1.02,1.005,1.026,1.036,1.006,1.01,1.127,1.011,1.074,1.052
"I3QD60","tr|I3QD60|I3QD60_ORYSJ","Cytochrome b5 protein OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",115461669,0.937,0.879,1.073,1.082,1.153,0.948,1.096,1.095,0.95,0.889,1.095,0.997,1.12,1.022,1.194,0.995,1.12,0.996
"Q65XV6","tr|Q65XV6|Q65XV6_ORYSJ","Os05g0111200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0111200 PE=2 SV=1",115461693,0.987,0.984,0.944,0.95,0.885,1.267,0.979,0.997,0.966,0.96,1.176,1.105,1.059,0.966,1.072,0.979,0.895,0.896
"Q65XA1","tr|Q65XA1|Q65XA1_ORYSJ","Os05g0116000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0116000 PE=2 SV=1",115461739,1.064,1.086,1.112,1.068,1.143,1.17,1.144,1.123,1.213,1.327,0.995,1.11,1.022,1.093,1.024,1.057,1.067,1.133
"Q75L45","tr|Q75L45|Q75L45_ORYSJ","Os05g0135800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0135800 PE=2 SV=1",115461953,1.039,1.037,0.964,0.944,0.871,1.029,0.979,1.1,0.917,0.943,0.896,0.918,0.992,0.939,1.021,0.979,1.008,0.988
"Q6ASR1","tr|Q6ASR1|Q6ASR1_ORYSJ","Chaperonin protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0147400 PE=2 SV=1",115462083,1.043,1.071,1.002,1.048,1.105,1.108,1.157,1.174,1.202,1.216,1.033,1.009,1.141,1.242,1.017,1.05,1.103,1.137
"Q9FRA7","sp|Q9FRA7|Y5513_ORYSJ","REF/SRPP-like protein Os05g0151300/LOC_Os05g05940 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0151300 PE=2 SV=2",115462145,0.991,1.034,1.694,1.13,1.4,1.165,0.925,1.044,0.927,1.051,2.237,1.344,1.754,0.905,1.325,0.934,1.142,0.957
"Q0DKN6","tr|Q0DKN6|Q0DKN6_ORYSJ","Os05g0151400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0151400 PE=4 SV=1",115462147,1.031,1.025,1.025,1.057,1.042,0.983,0.967,0.975,1.019,0.817,1.031,1.092,1.094,1.049,1.04,1.107,1.007,1.024
"Q5WMY3","tr|Q5WMY3|Q5WMY3_ORYSJ","Cytoplasmic ribosomal protein L18 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0155100 PE=2 SV=1",115462177,1.094,0.991,0.98,0.979,1.022,1.029,1.031,1.063,1.045,1.1,0.955,0.967,0.996,1.1,0.96,0.964,1.012,1.044
"A0A067","tr|A0A067Y3P4|A0A067Y3P4_ORYSJ","Disulfide-isomerase OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",115462193,1.04,0.988,1.017,0.963,0.973,0.999,1.125,1.128,1.177,1.23,1.063,0.941,1.025,1.071,1.005,0.985,1.041,1.056
"Q75IR7","tr|Q75IR7|Q75IR7_ORYSJ","Os05g0163000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0163000 PE=3 SV=1",115462265,0.991,1.007,1.014,0.966,1.013,0.993,0.976,0.927,0.985,0.999,0.976,1.02,0.94,0.935,0.99,1.004,0.96,0.994
"Q0DKF1","sp|Q0DKF1|TRH42_ORYSJ","Thioredoxin H4-2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0169000 PE=2 SV=1",115462317,0.941,0.954,0.916,0.932,0.99,1.011,1.03,0.98,0.966,1.015,1.062,0.977,0.935,0.957,1.097,0.962,1.023,1.015
"Q5KQJ2","tr|Q5KQJ2|Q5KQJ2_ORYSJ","Os05g0182100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0182100 PE=2 SV=1",115462437,0.967,0.988,1,0.978,1,1.021,0.998,0.953,1,1.09,0.973,1.054,0.98,1.029,0.905,1.017,0.938,0.926
"Q9LST8","tr|Q9LST8|Q9LST8_ORYSJ","Proteasome subunit beta OS=Oryza sativa subsp. japonica OX=39947 GN=OsPBB1 PE=2 SV=1",115462469,1.014,1.023,0.951,0.962,1.049,1.02,1.038,1.023,1.079,1.082,0.977,0.995,0.989,0.963,0.986,0.976,1.067,1.028
"Q60EY9","tr|Q60EY9|Q60EY9_ORYSJ","Os05g0208000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0208000 PE=2 SV=1",115462609,1.022,1.049,1.064,1.011,1.088,1.075,0.959,0.989,1.072,1.142,1.059,1.013,1.08,0.976,1.059,1.097,1.155,1.081
"Q0DJU1","tr|Q0DJU1|Q0DJU1_ORYSJ","Eukaryotic translation initiation factor 3 subunit L OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0227700 PE=2 SV=1",115462737,0.992,0.987,1.019,1.041,1.005,0.959,1.065,1.114,1.051,0.962,1.03,1.065,1.018,1.037,1.041,1.07,0.945,0.984
"Q0DJF5","tr|Q0DJF5|Q0DJF5_ORYSJ","Os05g0292800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0292800 PE=2 SV=1",115463009,0.884,0.904,0.993,0.972,1.059,0.914,0.905,0.887,0.925,1.215,0.978,0.94,0.987,0.954,0.904,0.96,0.916,0.814
"B9FNQ3","tr|B9FNQ3|B9FNQ3_ORYSJ","Lactoylglutathione lyase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_17937 PE=3 SV=1",115463027,0.932,0.94,1.009,0.913,0.978,1.007,1.083,1.028,1,0.941,1.089,1.04,1.042,0.941,0.981,0.889,0.942,0.93
"Q0DJD1","tr|Q0DJD1|Q0DJD1_ORYSJ","Os05g0299200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0299200 PE=4 SV=1",115463057,0.839,0.974,0.907,0.94,0.996,0.965,0.99,0.96,0.929,0.86,0.784,0.91,0.821,0.912,0.772,0.932,0.941,0.95
"Q0DJC5","sp|Q0DJC5|OST1A_ORYSJ","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1A OS=Oryza sativa subsp. japonica OX=39947 GN=OST1A PE=2 SV=1",115463069,0.951,1.039,0.977,1.047,1.04,1.029,1.049,1.085,1.011,0.973,1.019,0.992,1.025,0.975,1.092,1.049,1.107,1.028
"Q0DJC0","tr|Q0DJC0|Q0DJC0_ORYSJ","Os05g0302700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0302700 PE=2 SV=1",115463079,0.962,0.973,1.047,1.028,1.032,0.989,1.016,1.038,0.996,1.067,1.066,1.005,1.072,1.034,1.116,0.989,1.085,1.031
"Q0DJB7","tr|Q0DJB7|Q0DJB7_ORYSJ","Guanosine nucleotide diphosphate dissociation inhibitor OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0304400 PE=2 SV=1",115463085,1.019,0.992,1.08,0.996,0.995,0.907,1.03,1.025,1.006,0.949,1.088,1.058,1.086,0.997,1.039,0.975,1.023,1.06
"P0DO03","sp|P0DO03|DJA8_ORYSJ","Chaperone protein dnaJ A8, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=DJA8 PE=1 SV=1",115463255,0.997,1.001,0.927,0.904,0.898,0.958,1.019,0.986,0.982,0.955,1.02,0.955,0.933,1.019,0.918,0.99,0.896,0.927
"Q8LJU5","sp|Q8LJU5|RS7_ORYSJ","40S ribosomal protein S7 OS=Oryza sativa subsp. japonica OX=39947 GN=RPS7 PE=2 SV=2",115463323,1.081,0.973,1.015,1.026,0.877,0.902,0.99,1.017,0.967,1.204,0.976,0.969,0.942,1.072,0.939,0.995,0.947,0.982
"Q5W645","tr|Q5W645|Q5W645_ORYSJ","Os05g0349500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0349500 PE=4 SV=1",115463343,1.077,1.023,1.055,0.997,0.999,1.019,1.078,0.999,1.003,1.064,1.012,1.067,1.019,1.025,1.119,1.015,1.108,1.101
"Q5W6H1","tr|Q5W6H1|Q5W6H1_ORYSJ","Os05g0350500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0350500 PE=2 SV=1",115463349,1.05,0.98,1.035,1.009,1.031,0.96,1.087,1.057,1.034,1.064,1.038,1.031,1.019,1.025,0.984,1.06,1.001,1.018
"Q9ZWR5","tr|Q9ZWR5|Q9ZWR5_ORYSJ","Importin beta 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0353400 PE=2 SV=1",115463365,0.956,0.951,0.96,0.846,0.912,1.023,0.985,0.898,0.969,0.959,0.935,0.85,0.873,0.859,0.868,0.83,0.973,0.929
"Q6L4L8","tr|Q6L4L8|Q6L4L8_ORYSJ","Os05g0361900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0361900 PE=2 SV=1",115463425,0.936,0.921,0.978,0.911,0.967,0.918,0.905,1.017,0.898,0.862,1.068,0.965,1.029,0.973,1.05,0.882,0.934,0.92
"Q60E82","tr|Q60E82|Q60E82_ORYSJ","Os05g0362500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0362500 PE=2 SV=1",115463431,0.963,0.998,0.871,0.933,0.957,0.899,0.985,0.984,1.154,1.035,0.954,1.085,1.037,1.086,0.983,0.895,1.043,1.051
"Q60E59","tr|Q60E59|Q60E59_ORYSJ","Ribosomal protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0388500 PE=2 SV=1",115463659,1.014,0.946,0.907,0.961,0.915,0.869,0.908,0.866,0.86,0.904,0.897,0.858,0.906,1.001,0.844,1.01,0.849,0.915
